Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1967,Emma,Davis,student967@university.com,Male,23,Mathematics,69.96,68.08,69.31,65.97,83.26,74.74,73.38,70.21,B,31.9,Yes,No,High School,Low,4,7.3
S1968,Emma,Johnson,student968@university.com,Female,20,Business,50.83,34.53,44.2,29.95,35.7,59.47,44.62,39.13,F,11.2,No,Yes,PhD,High,6,4
S1969,John,Smith,student969@university.com,Female,21,CS,62.12,64.83,65.71,56.3,78.34,53.21,70.53,63.58,C,28.1,Yes,No,High School,Low,1,7.7
S1970,Liam,Smith,student970@university.com,Male,21,Engineering,76.84,47.96,45.46,56.51,65.86,71.93,65.2,53.11,D,25.3,No,Yes,High School,Low,2,6.1
S1971,Omar,Jones,student971@university.com,Male,19,Engineering,91.64,75.3,80.88,75.41,76.58,95.67,86.96,79.16,B,33.5,No,No,High School,Low,1,7.8
S1972,Ali,Davis,student972@university.com,Male,20,Mathematics,87.33,52.01,59.09,53.31,50.38,80.95,48.93,57.12,D,19.5,No,No,Master's,High,4,4.6
S1973,John,Williams,student973@university.com,Male,20,Business,76.32,44.44,50.74,36.25,57.37,75,42.6,49.04,F,20.7,Yes,No,Bachelor's,Medium,5,4.4
S1974,Maria,Smith,student974@university.com,Male,23,CS,77.43,62.78,76.83,57.72,80.06,86.8,53.17,70.11,B,29.1,No,Yes,High School,Low,3,6.5
S1975,Sara,Smith,student975@university.com,Female,23,Mathematics,86.99,82.83,83.5,91.45,99.82,82.14,92.09,86.38,A,40,No,Yes,Master's,High,1,9.9
S1976,Liam,Brown,student976@university.com,Female,22,Engineering,78.87,48.75,52.28,47.24,46.49,78.78,56.31,52.28,D,17.9,No,No,Master's,Low,3,4.6
S1977,Liam,Brown,student977@university.com,Female,21,Engineering,68.39,65.97,73.89,69.3,63.74,71.82,65.59,69.37,C,24.5,No,No,PhD,High,5,6.4
S1978,Liam,Smith,student978@university.com,Male,18,Mathematics,83.23,56.08,50.95,49.13,44.23,87.42,53.77,55.1,D,14.5,Yes,Yes,High School,Low,6,4.4
S1979,Emma,Davis,student979@university.com,Male,23,Business,75.34,80.62,83.27,72.73,69.67,78.34,72.71,78.51,B,26.2,Yes,Yes,Master's,High,3,7.5
S1980,Maria,Jones,student980@university.com,Female,19,CS,77.92,69.99,67.94,64.55,71.26,74.76,66.62,68.89,C,25.1,Yes,Yes,PhD,High,7,7.4
S1981,Liam,Smith,student981@university.com,Female,19,CS,65.7,36.2,48.56,55.69,50.87,67.61,55.71,48.41,F,17.6,No,Yes,Master's,Medium,6,4.5
S1982,Maria,Johnson,student982@university.com,Male,19,CS,92.98,81.21,86.6,65.18,91.78,88.25,55.96,81.38,A,32.3,No,No,PhD,High,1,9.3
S1983,Ahmed,Williams,student983@university.com,Female,24,CS,62.35,41.06,42.22,47.02,40.42,69.41,59.2,45.37,F,20,No,No,PhD,Low,6,4
S1984,Liam,Jones,student984@university.com,Female,23,Business,87.51,78.85,80.4,98.96,97.41,84.79,98.69,85.79,A,36,No,Yes,PhD,High,1,9.8
S1985,Sara,Johnson,student985@university.com,Male,23,Engineering,70.05,81.95,80.7,61.7,70.4,72.15,66.63,75.39,B,26.8,No,No,Master's,Medium,3,9.4
S1986,Maria,Jones,student986@university.com,Female,19,Engineering,73.9,74.44,72.02,76.82,61.71,71.73,85.56,72.65,B,30.4,Yes,No,Bachelor's,Medium,3,7.5
S1987,Maria,Johnson,student987@university.com,Female,23,CS,89.85,77.89,76.55,80.47,85.36,96.9,86.06,80.65,A,28,Yes,Yes,High School,Low,1,8.6
S1988,Sara,Williams,student988@university.com,Female,24,CS,64.48,45.1,46.85,45.56,60.64,62.45,36.94,49.01,F,19.6,No,Yes,PhD,High,3,6.7
S1989,Liam,Williams,student989@university.com,Male,18,CS,64.49,42.6,30.82,46.04,51.02,77.21,56.7,44.06,F,12.2,No,No,High School,Low,6,4.3
S1990,Sara,Brown,student990@university.com,Female,18,Mathematics,75.02,87.61,80.09,71.73,70.21,74.12,73.15,79.09,B,28.1,No,No,High School,High,6,7.4
S1991,Maria,Davis,student991@university.com,Female,22,Mathematics,58.73,42.82,44.78,48.79,32.05,66.55,51.65,45.9,F,23.1,No,No,Bachelor's,Medium,4,4.3
S1992,Sara,Johnson,student992@university.com,Female,21,Engineering,84.12,66.1,66.72,76.98,61.14,82.88,79.88,69.64,C,24.9,No,No,High School,Low,1,7
S1993,Maria,Brown,student993@university.com,Male,18,Engineering,71.53,67.3,66.19,64.21,57.13,66.28,67.17,65.23,C,24.2,No,No,High School,Low,5,4.8
S1994,Maria,Johnson,student994@university.com,Male,22,CS,88.87,76.63,75.41,86.66,79.67,83.67,79.54,79.28,B,31.5,Yes,No,Bachelor's,High,4,8.7
S1995,Ahmed,Brown,student995@university.com,Female,20,Mathematics,86.8,61.54,52.92,76.44,79.64,90.05,66.7,66.6,C,17.2,No,Yes,High School,Low,2,7.7
S1996,Ali,Williams,student996@university.com,Male,21,Business,78.38,74.2,66.11,69.54,69.65,72.47,46.26,70.21,B,32.6,Yes,No,PhD,High,7,8.2
S1997,Maria,Jones,student997@university.com,Female,18,Mathematics,91.78,75.17,76.32,68.22,79.35,75.48,74.25,74.57,B,25.1,Yes,Yes,Master's,High,7,7.6
S1998,Liam,Brown,student998@university.com,Male,24,Engineering,73.12,73.59,72.05,75.8,85.75,64.45,90.11,73.87,B,31.8,No,Yes,High School,Low,1,10
S1999,John,Johnson,student999@university.com,Male,20,Mathematics,78.63,86.98,94.7,75.51,60.35,77.94,70.84,83.44,A,34.5,Yes,No,High School,Low,2,8.8
S2000,Emma,Johnson,student1000@university.com,Female,22,Engineering,85.71,83.48,70.7,82.7,86.48,78.66,88.8,79.31,B,35.6,No,Yes,PhD,High,4,10
S2001,Omar,Davis,student1001@university.com,Female,18,CS,51.21,51.29,57.74,48.55,50.53,56.26,44.2,53.1,D,20.9,No,No,High School,Low,5,5.4
S2002,Ali,Williams,student1002@university.com,Female,18,Business,84.89,60.58,57.42,60.83,74.42,85.86,57.87,63.59,C,23.6,No,No,High School,Low,3,6.1
S2003,Ali,Johnson,student1003@university.com,Male,23,CS,50.78,20.76,32.33,22.74,17.68,58.77,36.24,28.12,F,9,No,No,High School,Low,9,4
S2004,Ali,Smith,student1004@university.com,Female,20,CS,72.33,50.38,72.96,74.29,74.13,74.74,68.04,66.75,C,32.8,Yes,No,High School,Low,5,6.3
S2005,Ahmed,Jones,student1005@university.com,Male,18,Business,81.33,70.04,87.36,61.21,71.38,90.2,58.97,75.62,B,26.7,No,Yes,Bachelor's,Medium,2,6.9
S2006,Maria,Brown,student1006@university.com,Male,19,Business,99.79,63.84,75.03,90.96,88.89,100,85.82,78.74,B,29.1,Yes,No,Bachelor's,Medium,3,7.8
S2007,Ahmed,Davis,student1007@university.com,Female,24,Business,54.17,60.28,52.76,60.62,49.12,53.57,59.56,56.3,D,22.8,Yes,Yes,Bachelor's,High,4,6.1
S2008,Maria,Jones,student1008@university.com,Male,23,Engineering,84.38,71.1,72.15,60.66,76.25,85.63,68.82,71.29,B,21.8,No,Yes,Master's,High,2,8.3
S2009,Liam,Williams,student1009@university.com,Female,23,CS,75.24,86.34,79.77,69.99,61.25,78.05,61.19,77.76,B,26.1,No,No,PhD,High,1,8.2
S2010,Ahmed,Davis,student1010@university.com,Male,18,Engineering,77.64,52.83,43.38,46.17,74,71.59,45.6,52.66,D,17.4,No,No,Master's,High,4,6.2
S2011,Ahmed,Brown,student1011@university.com,Female,24,Business,77.62,66.21,61.5,62.53,48.94,74.35,57.33,63.15,C,14.4,Yes,No,Master's,High,4,5.3
S2012,Emma,Brown,student1012@university.com,Male,23,Engineering,78.58,59.59,54.96,61.96,50.02,69.73,48.15,58.73,D,18.6,No,Yes,Bachelor's,Medium,4,7.1
S2013,John,Smith,student1013@university.com,Male,21,Business,75.39,72.12,87.36,64.42,57.74,72.56,66.99,73.76,B,23.3,No,No,PhD,High,5,7.2
S2014,Ahmed,Williams,student1014@university.com,Female,20,Mathematics,59.78,59.83,62.17,57.23,63.21,66.05,57.13,60.97,C,22.9,No,Yes,Master's,High,5,5.9
S2015,Emma,Davis,student1015@university.com,Male,21,Business,62.59,39.67,39.57,52.97,54.07,70.42,33.87,46.82,F,17.5,Yes,No,High School,Low,4,6.5
S2016,Sara,Davis,student1016@university.com,Female,22,CS,73.55,79.68,53.33,48.86,62.21,84.91,54.66,64.39,C,22.1,Yes,Yes,Master's,High,5,4.5
S2017,John,Johnson,student1017@university.com,Male,21,CS,69.48,85.11,65.7,71.4,84.81,74.54,74.04,75.46,B,31,No,Yes,High School,Low,5,8.2
S2018,Liam,Smith,student1018@university.com,Male,24,CS,82.42,77.45,71.75,84.3,82.05,82.98,78.9,78.12,B,28.5,No,No,Master's,High,1,8.2
S2019,Ahmed,Smith,student1019@university.com,Male,19,Engineering,87.32,88.95,96.28,73.86,85.78,94.03,64.81,88.32,A,37.1,No,No,PhD,High,1,7.1
S2020,Omar,Davis,student1020@university.com,Female,23,CS,65.62,72.07,80.69,81.03,61.91,75.26,79.32,75.75,B,28.8,No,Yes,High School,Low,1,8.3
S2021,Ali,Davis,student1021@university.com,Female,24,Business,87.85,81.26,87.14,70.39,68.05,82.49,89.42,79.65,B,30.7,Yes,No,High School,Low,5,7.2
S2022,Sara,Jones,student1022@university.com,Female,23,Mathematics,96.41,90.5,74.34,90.68,79.78,91.51,86.48,84.72,A,35.5,Yes,Yes,Bachelor's,Medium,2,9.8
S2023,Sara,Jones,student1023@university.com,Female,19,CS,69.65,48.59,50.19,72.61,57.16,74.19,67.53,57.29,D,26.4,No,Yes,High School,Low,8,4.7
S2024,Liam,Jones,student1024@university.com,Female,23,Engineering,69.06,69.49,67.39,74.82,85.71,63.49,70.85,70.95,B,32.5,Yes,No,Master's,Low,1,7.4
S2025,Emma,Smith,student1025@university.com,Male,21,Mathematics,84.74,72.55,79.6,79.57,74.73,84.74,68.03,77.51,B,29.2,Yes,Yes,Master's,High,7,8.6
S2026,Sara,Johnson,student1026@university.com,Male,22,CS,81.17,86.74,81.93,86.91,95.73,82.13,93.7,85.77,A,32.5,No,Yes,Bachelor's,Medium,1,9.6
S2027,John,Brown,student1027@university.com,Female,18,CS,71.67,59.45,69.14,75.87,55.07,76.01,67.44,66.86,C,23.5,Yes,No,High School,Low,1,8.4
S2028,Ahmed,Jones,student1028@university.com,Male,19,Mathematics,69.15,55.52,54.79,47.65,50.72,74.69,39.46,55.16,D,21.1,No,Yes,High School,Low,9,5.2
S2029,Ahmed,Johnson,student1029@university.com,Male,21,CS,55.31,34.84,38.89,50.1,38.73,57.55,47.94,41.77,F,20.6,Yes,No,High School,Low,3,4.1
S2030,Omar,Williams,student1030@university.com,Male,24,Engineering,61.15,66.09,63.24,61.99,63.45,66.11,72.67,64.15,C,24.8,No,Yes,High School,Low,3,6.7
S2031,Liam,Jones,student1031@university.com,Male,21,Business,70.74,63.82,62.1,56.24,76.46,69.52,62.69,63.62,C,34.9,Yes,Yes,Master's,High,3,7.6
S2032,Ali,Brown,student1032@university.com,Female,21,Business,62.46,77.01,73.75,74.16,58.91,69.76,71.27,72.93,B,31.7,No,Yes,PhD,High,3,8.7
S2033,Emma,Williams,student1033@university.com,Male,18,Mathematics,79.42,62.07,67.88,53.21,54.48,79.56,51.34,63.03,C,26.5,Yes,No,PhD,High,4,5.1
S2034,Ali,Williams,student1034@university.com,Female,20,Business,82.83,82.16,76.65,74.71,83.06,86.11,69.52,79.5,B,28.4,Yes,Yes,PhD,High,5,8.1
S2035,Sara,Brown,student1035@university.com,Female,23,CS,49.33,26.1,10.11,35.18,35.02,45.37,34.28,25.94,F,6.1,Yes,No,Bachelor's,Medium,9,4
S2036,Liam,Jones,student1036@university.com,Male,23,CS,64.47,59.67,33.33,45.68,46.45,60.12,45.89,47.69,F,19,No,Yes,Bachelor's,Medium,5,5.7
S2037,Omar,Smith,student1037@university.com,Female,24,Engineering,86.75,79.18,67.02,77.04,72.04,86,82.83,75.07,B,30.4,Yes,No,Master's,High,5,8.5
S2038,Ali,Brown,student1038@university.com,Male,22,Business,79.58,56.15,41,49.32,51.77,72.4,45.16,51.43,D,16,Yes,Yes,PhD,High,5,4.9
S2039,John,Brown,student1039@university.com,Male,24,Mathematics,68.45,32.5,38.72,55.97,39.82,74.83,71.26,44.03,F,11.9,Yes,No,High School,Low,5,5.1
S2040,Ahmed,Brown,student1040@university.com,Male,20,CS,68.27,46.08,31.11,46.83,54.47,74.72,56.92,45.44,F,13.2,Yes,Yes,High School,Low,8,6.1
S2041,Sara,Williams,student1041@university.com,Female,23,Mathematics,58.72,65.37,67.44,68.42,65.06,64.28,83.55,66.46,C,32,Yes,Yes,PhD,High,4,7.3
S2042,Omar,Johnson,student1042@university.com,Female,22,CS,64.09,64.07,50.69,58.16,60.89,64.7,47.25,58.62,D,22.1,Yes,Yes,High School,Low,3,5
S2043,Ali,Smith,student1043@university.com,Female,24,CS,62.43,65.7,69.45,69.01,60.95,63.21,65.22,66.76,C,27.2,Yes,Yes,High School,Low,2,6.9
S2044,Emma,Jones,student1044@university.com,Male,22,Engineering,59.73,44.02,56.52,50.02,64.89,67.26,54.09,53.38,D,24.6,No,Yes,High School,Low,4,6.2
S2045,John,Jones,student1045@university.com,Male,21,Business,93.28,84.41,84.68,78.87,76.76,92.68,77.91,83.44,A,29.3,Yes,No,Bachelor's,Medium,1,9
S2046,John,Johnson,student1046@university.com,Male,19,Engineering,69.93,55.61,60.11,75.44,58.65,66.64,80.18,62.33,C,27.4,Yes,Yes,High School,Low,3,6.2
S2047,Ali,Brown,student1047@university.com,Female,21,Business,75.58,53.65,51.37,59.84,59.58,77.57,64.6,57.19,D,17.5,No,Yes,PhD,High,3,7
S2048,Ahmed,Smith,student1048@university.com,Male,18,Mathematics,79.06,60.63,60.36,69.33,48.68,85.67,61.61,63.6,C,16.5,No,Yes,PhD,High,3,7.3
S2049,Ali,Jones,student1049@university.com,Male,23,Business,69.7,61.71,56.99,75.96,58.9,73.6,70.05,64.05,C,22.8,No,No,Master's,High,2,6.3
S2050,Sara,Davis,student1050@university.com,Female,22,Mathematics,79.3,69.21,70.77,74.89,84.21,76.58,73.32,73.05,B,30.7,No,Yes,High School,Low,1,8.3
S2051,Ali,Jones,student1051@university.com,Female,24,CS,80.06,59.93,70.84,80.56,64.74,77.93,68.14,69.61,C,26.7,No,No,High School,Low,4,8.7
S2052,John,Brown,student1052@university.com,Female,19,Mathematics,66.8,51.31,45.52,60.36,60.69,66.58,58.37,53.85,D,15.5,No,No,Bachelor's,Medium,6,6.1
S2053,Omar,Davis,student1053@university.com,Male,24,Mathematics,78.5,70.39,73.35,61.32,72.79,75.59,65.17,70.22,B,30.5,No,No,Master's,High,3,7.5
S2054,Ali,Johnson,student1054@university.com,Male,23,CS,67.55,64.49,68.44,56.24,54.45,62.98,66.62,62.87,C,19.1,No,No,Bachelor's,Medium,5,5.4
S2055,Ahmed,Smith,student1055@university.com,Male,22,Mathematics,78.27,75.51,74.71,87.19,78.42,78.16,87.11,78.16,B,32.4,Yes,No,High School,Low,2,8
S2056,Liam,Johnson,student1056@university.com,Female,22,Mathematics,75.44,82.81,89.79,60.76,71.03,67.56,42.42,77.79,B,33.8,No,Yes,High School,Low,4,7.4
S2057,Omar,Johnson,student1057@university.com,Female,21,CS,91.37,78.23,68.56,60.39,64.11,91.99,61.1,71.73,B,16.1,Yes,No,Bachelor's,Medium,4,6.4
S2058,Emma,Smith,student1058@university.com,Female,19,CS,85.88,64.49,69.28,74.26,71.48,82.06,81.18,70.34,B,28.8,No,Yes,Master's,High,4,7.6
S2059,Maria,Smith,student1059@university.com,Female,19,CS,85.32,87.72,84.17,75.16,71.26,89.87,62.39,82.71,A,30.4,Yes,No,High School,Low,4,8
S2060,Ali,Jones,student1060@university.com,Male,23,Business,86.08,91.82,79.27,82.75,93.78,78.89,80.05,85.14,A,36.2,Yes,Yes,PhD,High,1,9.2
S2061,Ahmed,Jones,student1061@university.com,Male,22,CS,80.65,51.89,71.47,60.74,59.68,78.84,68.94,63.01,C,25.4,No,Yes,PhD,High,2,7.7
S2062,Omar,Smith,student1062@university.com,Male,19,CS,76.51,73.95,73.59,78.54,71.51,76.76,76.7,74.8,B,30.9,No,No,PhD,High,3,8.6
S2063,Ahmed,Davis,student1063@university.com,Male,19,Mathematics,96.64,99.84,100,88.23,100,86.54,84.02,96.25,A,39.7,No,No,Master's,High,1,10
S2064,Emma,Williams,student1064@university.com,Male,24,Engineering,71.09,58.93,66.08,50.46,48.89,74.32,61.53,59.92,D,22.8,No,No,Master's,High,4,5.2
S2065,John,Jones,student1065@university.com,Male,23,Engineering,86.87,100,100,71.92,85.62,78.75,70.79,90.82,A,39.9,No,No,High School,Low,1,9
S2066,Ahmed,Williams,student1066@university.com,Male,21,Business,65.79,55.93,60.65,39.82,40.23,69.78,41.88,53.94,D,17,No,No,High School,Low,4,5.5
S2067,Omar,Davis,student1067@university.com,Male,24,Business,61.01,44.06,57.07,67.32,52.14,71.22,66.1,56.14,D,23.3,Yes,No,PhD,High,5,5.8
S2068,Ahmed,Smith,student1068@university.com,Female,24,Engineering,85.28,74.98,55.8,69.26,57.13,86.19,77.39,67.42,C,25.5,Yes,Yes,Bachelor's,Medium,2,7
S2069,Ahmed,Davis,student1069@university.com,Female,20,Engineering,71.42,48.6,50.59,63.67,51.96,69.92,64.21,54.68,D,21.6,Yes,Yes,Bachelor's,Medium,6,5.9
S2070,Ahmed,Jones,student1070@university.com,Male,18,CS,64.33,52.52,39.18,49.84,58.27,72.29,50.31,50.53,D,24.7,Yes,Yes,PhD,High,4,5.6
S2071,Sara,Johnson,student1071@university.com,Female,20,Mathematics,77.07,75.27,69.18,50.93,66.03,88.27,50.51,68.95,C,26.3,No,Yes,High School,Low,4,6.9
S2072,Sara,Smith,student1072@university.com,Male,19,CS,70.95,65.35,51.24,52.21,66.21,73.01,39.88,59.34,D,18.9,No,No,Master's,High,3,6.4
S2073,John,Brown,student1073@university.com,Male,22,Business,85.51,66.44,59.66,50.82,71.89,80.13,55.91,63.2,C,27.3,No,Yes,Bachelor's,Medium,5,5.8
S2074,Ali,Williams,student1074@university.com,Female,18,Engineering,64.72,49.9,55.17,50.1,52.78,67.16,51.68,53.54,D,24,Yes,Yes,Master's,High,8,5.3
S2075,Ahmed,Davis,student1075@university.com,Male,18,Business,87.01,87.05,97.47,97.86,96.27,78.52,95.99,92.41,A,40,No,Yes,PhD,Medium,1,9.5
S2076,Emma,Smith,student1076@university.com,Male,22,CS,77.67,56.68,44.32,56.79,56.45,82.8,51.83,55.58,D,23.3,No,No,Master's,High,4,4.9
S2077,Ali,Davis,student1077@university.com,Male,18,Business,79.55,60.4,77.74,76.53,59.49,80.18,67.17,70.71,B,24.1,Yes,No,Bachelor's,Medium,2,6.7
S2078,Emma,Smith,student1078@university.com,Male,22,Business,86.13,88.73,87.69,84.21,69.75,81.27,77.56,84.87,A,30.8,No,Yes,High School,Low,2,9
S2079,Ali,Jones,student1079@university.com,Male,18,Mathematics,73.79,74.22,79.4,86.07,89.24,76.64,70.81,79.89,B,35.4,No,No,Bachelor's,Medium,2,8.4
S2080,John,Jones,student1080@university.com,Male,24,Business,76.57,63.83,61,63.98,76.12,73.77,59.72,65.23,C,23.4,No,No,High School,Low,3,7.4
S2081,Ahmed,Jones,student1081@university.com,Male,23,CS,74.87,54.49,37.1,45.23,54.75,73.92,66.13,49.39,F,18.2,Yes,No,Master's,High,5,5.9
S2082,Ahmed,Davis,student1082@university.com,Female,23,Mathematics,75.58,72.39,65.14,58.69,66.14,75.47,63.23,67.16,C,27,Yes,Yes,Master's,High,4,7
S2083,Maria,Brown,student1083@university.com,Female,20,Business,82.07,53.36,36.1,61.13,49.45,89.69,63.07,52.98,D,12.6,No,Yes,Master's,High,5,5
S2084,Emma,Jones,student1084@university.com,Male,24,CS,70.63,64.87,59.54,64.56,47.89,65.87,57.35,61.61,C,26.2,Yes,No,PhD,High,8,6.5
S2085,Ali,Smith,student1085@university.com,Female,18,Engineering,72.53,56.52,65.62,53.06,63.18,76.91,47.92,61.26,C,26.8,No,Yes,PhD,High,5,6.5
S2086,Ali,Jones,student1086@university.com,Male,21,Mathematics,98.61,72.01,60.48,75.33,53.01,90.37,72.73,69.15,C,23.7,Yes,No,Bachelor's,Medium,2,6.6
S2087,Liam,Johnson,student1087@university.com,Male,22,Business,77.57,70.19,74.08,51.75,54.77,85.88,37.01,67.7,C,28.9,Yes,Yes,High School,Low,2,5.6
S2088,Liam,Jones,student1088@university.com,Male,24,Business,54.14,44.34,54.11,50.78,46.99,53.73,54,49.76,F,22.7,Yes,Yes,High School,Low,5,4
S2089,Sara,Davis,student1089@university.com,Male,18,Mathematics,86.49,80.15,78.57,76.91,85.48,79.72,72.08,79.52,B,28.7,No,Yes,High School,Medium,2,9.2
S2090,Maria,Brown,student1090@university.com,Female,23,CS,88.11,90,100,88.15,69.25,89.33,100,90.49,A,34.7,Yes,No,High School,Low,1,8.8
S2091,Omar,Johnson,student1091@university.com,Female,23,Business,71.24,70.83,80.33,75.13,75.95,72,84.37,75.17,B,35.5,Yes,Yes,High School,Low,1,8.5
S2092,Liam,Davis,student1092@university.com,Female,22,CS,73.26,63.25,77.95,75.35,68.97,77.69,79.07,72.1,B,28.4,Yes,Yes,PhD,High,3,7.7
S2093,Omar,Davis,student1093@university.com,Female,21,Mathematics,63.11,61.52,76.58,50.23,61.17,71.59,48.5,64.75,C,24.7,Yes,Yes,Master's,High,3,7.3
S2094,Sara,Davis,student1094@university.com,Male,18,Business,72.77,60.51,52.04,56.94,56.9,74.17,69.7,58.26,D,16.8,Yes,Yes,PhD,High,1,5.8
S2095,Sara,Smith,student1095@university.com,Female,18,Engineering,54.26,27.97,60.89,48.28,58,63.51,42.31,48.46,F,20.1,No,Yes,Master's,High,7,6
S2096,Sara,Davis,student1096@university.com,Male,21,Engineering,74.85,74.77,83.46,79.33,76.69,65.16,82.84,77.52,B,28.2,No,No,Master's,Medium,3,9.5
S2097,Emma,Smith,student1097@university.com,Male,21,Engineering,70.27,79.09,78.64,82.27,97.04,73.04,76.58,80.78,A,39.4,Yes,No,PhD,High,1,9.9
S2098,Emma,Davis,student1098@university.com,Female,21,Mathematics,76.18,66.46,73.72,56.44,61.85,74.97,60.83,67.02,C,23.8,No,Yes,High School,Low,4,6.7
S2099,John,Williams,student1099@university.com,Male,23,Business,70.64,65.88,62.91,65.83,58.53,79.05,64.3,65.56,C,28.6,Yes,No,Master's,High,1,7
S2100,John,Johnson,student1100@university.com,Female,22,Mathematics,82.37,89.32,93.88,90.08,94.67,70.03,79.46,89.45,A,36.1,No,Yes,PhD,High,1,8.3
S2101,Sara,Williams,student1101@university.com,Female,24,Business,56.21,67.32,76.95,57.29,81.68,56.32,57.21,68.54,C,27.6,Yes,Yes,High School,Low,4,7.2
S2102,Maria,Davis,student1102@university.com,Female,21,Engineering,67.2,67.95,80.51,71.37,74.57,62.19,78.4,72.49,B,32.8,Yes,Yes,High School,Low,5,7.3
S2103,Ali,Johnson,student1103@university.com,Female,22,Engineering,81.54,57.88,53.56,60.64,47.78,81.31,76.08,58.47,D,23.9,Yes,Yes,Master's,High,5,6.9
S2104,Emma,Johnson,student1104@university.com,Female,20,CS,56.87,55.48,49.57,36.97,54.8,61.76,48.94,50.56,D,23,Yes,Yes,High School,Low,5,5.4
S2105,Maria,Brown,student1105@university.com,Male,18,Mathematics,81.99,62.79,54.31,65.78,59.63,80.78,63.66,62.33,C,25.1,Yes,Yes,Master's,High,7,6.3
S2106,Ahmed,Williams,student1106@university.com,Female,18,Mathematics,71.68,59.42,70.08,92.18,72.95,76.36,81.95,72.22,B,21.8,Yes,Yes,High School,Low,2,6.8
S2107,Emma,Brown,student1107@university.com,Female,19,CS,50.51,23.13,32.35,21.74,32.34,60.93,24.82,30.32,F,11.2,Yes,Yes,High School,Medium,7,4
S2108,Emma,Johnson,student1108@university.com,Male,20,Engineering,66.79,70.91,85.99,77.36,64.25,70.25,93.64,75.99,B,33.5,No,Yes,Master's,High,1,7.2
S2109,John,Smith,student1109@university.com,Female,24,Engineering,90.08,88.28,75.46,73.37,95.05,80.4,63.41,81.34,A,36.5,No,No,PhD,High,1,10
S2110,Ali,Johnson,student1110@university.com,Female,21,Mathematics,93.37,57.73,56.17,60.54,71.3,86.92,60.96,62.1,C,15.4,No,No,High School,Low,5,6.2
S2111,Ali,Brown,student1111@university.com,Male,21,Business,100,43.56,45.3,61.36,65.98,98.42,54.68,55.37,D,24.4,Yes,No,High School,Low,4,7.1
S2112,Liam,Williams,student1112@university.com,Male,24,Engineering,55.6,49.25,38.44,52.45,55.19,60.74,38.32,48.39,F,17.8,Yes,Yes,Master's,High,4,5.5
S2113,Omar,Davis,student1113@university.com,Female,23,CS,74.16,48.95,41.23,52.14,41.45,71.11,68.61,48.74,F,22.5,No,Yes,High School,Low,7,5.1
S2114,Omar,Davis,student1114@university.com,Male,20,CS,88.81,73.46,72.09,64.63,68.64,91.23,65.45,72.58,B,27.4,No,No,High School,Low,4,6.5
S2115,Omar,Williams,student1115@university.com,Female,21,CS,65.33,71.27,71.92,61.64,59.67,70.22,66.19,68.27,C,31.1,No,No,Master's,High,4,8.1
S2116,Omar,Davis,student1116@university.com,Male,19,Mathematics,66.35,47.77,55.54,42.33,52.73,73.19,45.63,52.05,D,22.7,Yes,No,Master's,High,5,6.6
S2117,Ahmed,Davis,student1117@university.com,Female,22,Mathematics,74.66,61.55,62.15,60.02,71.91,76.63,66.64,63.97,C,24.3,No,Yes,High School,Low,7,6.3
S2118,Ahmed,Brown,student1118@university.com,Female,18,Mathematics,77.38,72.16,75.68,64.75,67.63,73.34,72.21,71.4,B,27,Yes,No,PhD,High,3,7.9
S2119,Emma,Williams,student1119@university.com,Female,20,Mathematics,61.36,75.15,63.67,55.12,52.63,71.37,50.26,65.07,C,19.8,No,Yes,High School,Low,4,7.4
S2120,Sara,Jones,student1120@university.com,Male,18,CS,83.15,75.59,65.88,68.06,80.17,84.93,82.53,72.56,B,26.9,No,No,Master's,Medium,3,7.5
S2121,John,Smith,student1121@university.com,Female,22,CS,85.49,76.46,93.71,80.07,91.42,86.06,89.52,84.81,A,40,No,No,High School,Low,1,9.1
S2122,John,Smith,student1122@university.com,Male,20,Mathematics,89.8,92.67,86.51,78.08,62.13,91.36,80.5,84.72,A,26.4,No,No,High School,High,3,8.9
S2123,Omar,Davis,student1123@university.com,Female,22,Mathematics,88.31,75.72,70,76.17,77.36,84.35,68.46,75.12,B,24.6,Yes,No,High School,Low,4,9.6
S2124,Emma,Smith,student1124@university.com,Female,21,CS,72,56.19,60.67,65.03,58.92,75.46,58.45,61.5,C,26.8,No,Yes,High School,Low,4,4.9
S2125,Liam,Williams,student1125@university.com,Female,24,Mathematics,79.43,93.03,85.16,96.53,83.74,78.01,83.75,88.94,A,32.7,Yes,No,PhD,High,2,8.5
S2126,Maria,Williams,student1126@university.com,Female,21,Mathematics,95.96,84.71,92,91.56,87.47,88.08,88.91,88.88,A,36.1,Yes,Yes,Bachelor's,Medium,1,9.9
S2127,Sara,Johnson,student1127@university.com,Female,24,Mathematics,50.93,39.93,44.62,50.04,56.72,49.03,58.93,45.95,F,15.6,Yes,Yes,Bachelor's,Medium,7,4.1
S2128,Emma,Johnson,student1128@university.com,Male,21,Mathematics,62.9,49.95,49,64,65.3,55.24,67.52,54.54,D,27,Yes,Yes,Bachelor's,Medium,4,7
